SiteName,Grade,DataVersion,ReleaseDt,Copyright
Clapham Common (Lambeth section),B,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Battersea Power Station,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Clapham Junction Sidings,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Balham Railway Embankments,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Putney Railway Cutting,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Railsides around Streatham Junction,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
East Putney Railway Cutting,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Southfields Railsides,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
River Wandle in Wandsworth,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Streatham Cemetery,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Roehampton University,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Beverley Brook in Wandsworth,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Putney Lower Common,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Wimbledon Park (Wandsworth section),BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Earlsfield Railway Cutting,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Wandsworth Common,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Wandsworth Park,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
York Gardens,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Falcon Park and Shillington Street Open Space,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Edgecombe Hall Estate,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
"St Mary's Cemetery, Battersea Rise",L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Spencer Park,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Tooting Common,M,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Battersea Park,M,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Putney Vale Cemetery,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
King George's Park,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Richard Evans Memorial Playing Fields & Stag Lane,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Wandsworth Cemetery,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
"St Nicholas's Churchyard, Tooting",BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Lambeth Cemetery,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Roehampton Club Golf Course,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Bank of England Sports Club Grounds,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Clapham Common (Wandsworth part),BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Beverley Brook from Richmond Park to the River Thames,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Beverley Brook in Kingston,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Putney Old Burial Ground,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Putney Park Lane and The Pleasance,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Richmond Park and associated areas,M,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Barnes Common,M,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
East Wimbledon Railsides,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Wimbledon Park - Merton section,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Wimbledon Common and Putney Heath,M,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
