"Reported road collisions by contributory factor and local authority, Great Britain, 10 years up to 2021",,,,,,
"This worksheet contains two tables, separated by a blank column. Some cells refer to notes which can be found on the notes worksheet.",,,,,,
Some cells in the 'Code_Local authority' field are labelled with 'no data' because they do not have an ONS identifier code. ,,,,,,
"Filters are active in row 5 and may hide some data. To turn off all filters select the ‘Data’ ribbon then ‘Filters’ button or use [Ctrl, Shift, L]’. ",,,,,,
Section,Contributory factor reported in accident [note 1],Region (ONS code),Region (name),Local authority (ONS code),Local authority (name),2020
Impairment or distraction,Not displaying lights at night or in poor visibility,W92000004,Wales,W06000002,Gwynedd,2
Impairment or distraction,Rider wearing dark clothing,W92000004,Wales,W06000002,Gwynedd,0
Impairment or distraction,Driver using mobile phone,W92000004,Wales,W06000002,Gwynedd,2
Impairment or distraction,Distraction in vehicle,W92000004,Wales,W06000002,Gwynedd,2
Impairment or distraction,Distraction outside vehicle,W92000004,Wales,W06000002,Gwynedd,2
Behaviour or inexperience,Behaviour or inexperience,W92000004,Wales,W06000002,Gwynedd,29
Behaviour or inexperience,Aggressive driving,W92000004,Wales,W06000002,Gwynedd,3
Behaviour or inexperience,"Driver/Rider careless, reckless or in a hurry",W92000004,Wales,W06000002,Gwynedd,18
Behaviour or inexperience,"Driver/Rider nervous, uncertain or panic",W92000004,Wales,W06000002,Gwynedd,3
Behaviour or inexperience,Driving too slow for conditions or slow veh (eg tractor),W92000004,Wales,W06000002,Gwynedd,0
Behaviour or inexperience,Learner or inexperienced driver/rider,W92000004,Wales,W06000002,Gwynedd,8
Behaviour or inexperience,Inexperience of driving on the left,W92000004,Wales,W06000002,Gwynedd,0
Behaviour or inexperience,Unfamiliar with model of vehicle,W92000004,Wales,W06000002,Gwynedd,3
Vision affected by external factors,Vision affected by external factors,W92000004,Wales,W06000002,Gwynedd,21
Vision affected by external factors,Stationary or parked vehicle(s),W92000004,Wales,W06000002,Gwynedd,1
Vision affected by external factors,Vegetation,W92000004,Wales,W06000002,Gwynedd,2
Vision affected by external factors,"Road layout (eg. bend, winding road, hill crest)",W92000004,Wales,W06000002,Gwynedd,5
Vision affected by external factors,"Buildings, road signs, street furniture",W92000004,Wales,W06000002,Gwynedd,0
Vision affected by external factors,Dazzling headlights,W92000004,Wales,W06000002,Gwynedd,1
Vision affected by external factors,Dazzling sun,W92000004,Wales,W06000002,Gwynedd,5
Vision affected by external factors,"Rain, sleet, snow, or fog",W92000004,Wales,W06000002,Gwynedd,7
Vision affected by external factors,Spray from other vehicles,W92000004,Wales,W06000002,Gwynedd,1
Vision affected by external factors,"Visor or windscreen dirty, scratched or frosted etc.",W92000004,Wales,W06000002,Gwynedd,1
Vision affected by external factors,Vehicle blind spot,W92000004,Wales,W06000002,Gwynedd,2
Pedestrian only (casualty or uninjured),Pedestrian only (casualty or uninjured),W92000004,Wales,W06000002,Gwynedd,10
Pedestrian only (casualty or uninjured),Crossing road masked by stationary or parked vehicle,W92000004,Wales,W06000002,Gwynedd,1
Pedestrian only (casualty or uninjured),Pedestrian failed to look properly,W92000004,Wales,W06000002,Gwynedd,7
Pedestrian only (casualty or uninjured),Pedestrian failed to judge vehicle`s path or speed,W92000004,Wales,W06000002,Gwynedd,4
Pedestrian only (casualty or uninjured),Pedestrian wrong use of pedestrian crossing facility,W92000004,Wales,W06000002,Gwynedd,1
Pedestrian only (casualty or uninjured),Dangerous action in carriageway (eg. playing),W92000004,Wales,W06000002,Gwynedd,0
Pedestrian only (casualty or uninjured),Pedestrian impaired by alcohol,W92000004,Wales,W06000002,Gwynedd,1
Pedestrian only (casualty or uninjured),Pedestrian impaired by drugs (illicit or medicinal),W92000004,Wales,W06000002,Gwynedd,0
Pedestrian only (casualty or uninjured),"Pedestrian careless, reckless or in a hurry",W92000004,Wales,W06000002,Gwynedd,2
Pedestrian only (casualty or uninjured),Pedestrian wearing dark clothing at night,W92000004,Wales,W06000002,Gwynedd,1
Pedestrian only (casualty or uninjured),"Pedestrian disability or illness, mental or physical",W92000004,Wales,W06000002,Gwynedd,0
Special codes,Special Codes,W92000004,Wales,W06000002,Gwynedd,4
Special codes,Stolen vehicle,W92000004,Wales,W06000002,Gwynedd,0
Special codes,Vehicle in course of crime,W92000004,Wales,W06000002,Gwynedd,0
Special codes,Emergency vehicle on a call,W92000004,Wales,W06000002,Gwynedd,0
Special codes,Vehicle door opened or closed negligently,W92000004,Wales,W06000002,Gwynedd,0
Special codes,Other,W92000004,Wales,W06000002,Gwynedd,4
Any CF,Any CF,W92000004,Wales,W06000002,Gwynedd,102
Road environment contributed,Road environment contributed,W92000004,Wales,W06000001,Isle of Anglesey,8
Road environment contributed,Poor or defective road surface ,W92000004,Wales,W06000001,Isle of Anglesey,1
Road environment contributed,"Deposit on road (eg. oil, mud, chippings)",W92000004,Wales,W06000001,Isle of Anglesey,0
Road environment contributed,Slippery road (due to weather),W92000004,Wales,W06000001,Isle of Anglesey,5
Road environment contributed,Inadequate or masked signs or road markings,W92000004,Wales,W06000001,Isle of Anglesey,0
Road environment contributed,Defective traffic signals,W92000004,Wales,W06000001,Isle of Anglesey,1
Road environment contributed,"Traffic calming (eg. road humps, chicane)",W92000004,Wales,W06000001,Isle of Anglesey,0
Road environment contributed,Temporary road layout (eg. contraflow),W92000004,Wales,W06000001,Isle of Anglesey,0
Road environment contributed,"Road layout (eg. bend, hill, narrow road)",W92000004,Wales,W06000001,Isle of Anglesey,2
Road environment contributed,Animal or object in carriageway ,W92000004,Wales,W06000001,Isle of Anglesey,0
Road environment contributed,Slippery inspection cover or road marking,W92000004,Wales,W06000001,Isle of Anglesey,1
Vehicle defects,Vehicle defects,W92000004,Wales,W06000001,Isle of Anglesey,1
Vehicle defects,"Tyres illegal, defective or under inflated",W92000004,Wales,W06000001,Isle of Anglesey,1
Vehicle defects,Defective lights or indicators,W92000004,Wales,W06000001,Isle of Anglesey,0
Vehicle defects,Defective brakes,W92000004,Wales,W06000001,Isle of Anglesey,1
Vehicle defects,Defective steering or suspension,W92000004,Wales,W06000001,Isle of Anglesey,0
Vehicle defects,Defective or missing mirrors,W92000004,Wales,W06000001,Isle of Anglesey,0
Vehicle defects,Overloaded or poorly loaded vehicle or trailer,W92000004,Wales,W06000001,Isle of Anglesey,0
Injudicious decision,Injudicious action,W92000004,Wales,W06000001,Isle of Anglesey,12
Injudicious decision,Disobeyed automatic traffic signal,W92000004,Wales,W06000001,Isle of Anglesey,0
Injudicious decision,Disobeyed 'Give Way' or 'Stop' sign or markings,W92000004,Wales,W06000001,Isle of Anglesey,1
Injudicious decision,Disobeyed double white lines,W92000004,Wales,W06000001,Isle of Anglesey,0
Injudicious decision,Disobeyed pedestrian crossing facility,W92000004,Wales,W06000001,Isle of Anglesey,0
Injudicious decision,Illegal turn or direction of travel,W92000004,Wales,W06000001,Isle of Anglesey,0
Injudicious decision,Exceeding speed limit,W92000004,Wales,W06000001,Isle of Anglesey,4
Injudicious decision,Travelling too fast for conditions,W92000004,Wales,W06000001,Isle of Anglesey,8
Injudicious decision,Following too close,W92000004,Wales,W06000001,Isle of Anglesey,1
Injudicious decision,Vehicle travelling along pavement,W92000004,Wales,W06000001,Isle of Anglesey,0
Injudicious decision,Cyclist entering road from pavement,W92000004,Wales,W06000001,Isle of Anglesey,0
Driver or rider error or reaction,Driver/Rider error or reaction,W92000004,Wales,W06000001,Isle of Anglesey,24
Driver or rider error or reaction,Junction overshoot,W92000004,Wales,W06000001,Isle of Anglesey,2
Driver or rider error or reaction,Junction restart (moving off at junction),W92000004,Wales,W06000001,Isle of Anglesey,1
Driver or rider error or reaction,Poor turn or manoeuvre,W92000004,Wales,W06000001,Isle of Anglesey,6
Driver or rider error or reaction,Failed to signal or misleading signal,W92000004,Wales,W06000001,Isle of Anglesey,0
Driver or rider error or reaction,Driver/Rider failed to look properly,W92000004,Wales,W06000001,Isle of Anglesey,11
Driver or rider error or reaction,Driver/Rider failed to judge other person`s path or speed,W92000004,Wales,W06000001,Isle of Anglesey,4
Driver or rider error or reaction,"Too close to cyclist, horse rider or pedestrian",W92000004,Wales,W06000001,Isle of Anglesey,3
Driver or rider error or reaction,Sudden braking,W92000004,Wales,W06000001,Isle of Anglesey,0
Driver or rider error or reaction,Swerved,W92000004,Wales,W06000001,Isle of Anglesey,2
Driver or rider error or reaction,Loss of control,W92000004,Wales,W06000001,Isle of Anglesey,7
Impairment or distraction,Impairment or distraction,W92000004,Wales,W06000001,Isle of Anglesey,10
Impairment or distraction,Driver/Rider impaired by alcohol,W92000004,Wales,W06000001,Isle of Anglesey,2
Impairment or distraction,Driver/Rider impaired by drugs (illicit or medicinal),W92000004,Wales,W06000001,Isle of Anglesey,5
Impairment or distraction,Fatigue,W92000004,Wales,W06000001,Isle of Anglesey,0
Impairment or distraction,"Uncorrected, defective eyesight",W92000004,Wales,W06000001,Isle of Anglesey,2
Impairment or distraction,"Driver/Rider illness or disability, mental or physical",W92000004,Wales,W06000001,Isle of Anglesey,1
Impairment or distraction,Not displaying lights at night or in poor visibility,W92000004,Wales,W06000001,Isle of Anglesey,0
Impairment or distraction,Rider wearing dark clothing,W92000004,Wales,W06000001,Isle of Anglesey,0
Impairment or distraction,Driver using mobile phone,W92000004,Wales,W06000001,Isle of Anglesey,0
Impairment or distraction,Distraction in vehicle,W92000004,Wales,W06000001,Isle of Anglesey,1
Impairment or distraction,Distraction outside vehicle,W92000004,Wales,W06000001,Isle of Anglesey,0
Behaviour or inexperience,Behaviour or inexperience,W92000004,Wales,W06000001,Isle of Anglesey,14
Behaviour or inexperience,Aggressive driving,W92000004,Wales,W06000001,Isle of Anglesey,3
Behaviour or inexperience,"Driver/Rider careless, reckless or in a hurry",W92000004,Wales,W06000001,Isle of Anglesey,6
Behaviour or inexperience,"Driver/Rider nervous, uncertain or panic",W92000004,Wales,W06000001,Isle of Anglesey,1
Behaviour or inexperience,Driving too slow for conditions or slow veh (eg tractor),W92000004,Wales,W06000001,Isle of Anglesey,0
Behaviour or inexperience,Learner or inexperienced driver/rider,W92000004,Wales,W06000001,Isle of Anglesey,6
Behaviour or inexperience,Inexperience of driving on the left,W92000004,Wales,W06000001,Isle of Anglesey,0
Behaviour or inexperience,Unfamiliar with model of vehicle,W92000004,Wales,W06000001,Isle of Anglesey,0
Vision affected by external factors,Vision affected by external factors,W92000004,Wales,W06000001,Isle of Anglesey,7
Vision affected by external factors,Stationary or parked vehicle(s),W92000004,Wales,W06000001,Isle of Anglesey,1
Vision affected by external factors,Vegetation,W92000004,Wales,W06000001,Isle of Anglesey,0
Vision affected by external factors,"Road layout (eg. bend, winding road, hill crest)",W92000004,Wales,W06000001,Isle of Anglesey,2
Vision affected by external factors,"Buildings, road signs, street furniture",W92000004,Wales,W06000001,Isle of Anglesey,0
Vision affected by external factors,Dazzling headlights,W92000004,Wales,W06000001,Isle of Anglesey,0
Vision affected by external factors,Dazzling sun,W92000004,Wales,W06000001,Isle of Anglesey,3
Vision affected by external factors,"Rain, sleet, snow, or fog",W92000004,Wales,W06000001,Isle of Anglesey,1
Vision affected by external factors,Spray from other vehicles,W92000004,Wales,W06000001,Isle of Anglesey,0
Vision affected by external factors,"Visor or windscreen dirty, scratched or frosted etc.",W92000004,Wales,W06000001,Isle of Anglesey,0
Vision affected by external factors,Vehicle blind spot,W92000004,Wales,W06000001,Isle of Anglesey,0
Pedestrian only (casualty or uninjured),Pedestrian only (casualty or uninjured),W92000004,Wales,W06000001,Isle of Anglesey,8
Pedestrian only (casualty or uninjured),Crossing road masked by stationary or parked vehicle,W92000004,Wales,W06000001,Isle of Anglesey,1
Pedestrian only (casualty or uninjured),Pedestrian failed to look properly,W92000004,Wales,W06000001,Isle of Anglesey,4
Pedestrian only (casualty or uninjured),Pedestrian failed to judge vehicle`s path or speed,W92000004,Wales,W06000001,Isle of Anglesey,1
Pedestrian only (casualty or uninjured),Pedestrian wrong use of pedestrian crossing facility,W92000004,Wales,W06000001,Isle of Anglesey,0
Pedestrian only (casualty or uninjured),Dangerous action in carriageway (eg. playing),W92000004,Wales,W06000001,Isle of Anglesey,0
Pedestrian only (casualty or uninjured),Pedestrian impaired by alcohol,W92000004,Wales,W06000001,Isle of Anglesey,1
Pedestrian only (casualty or uninjured),Pedestrian impaired by drugs (illicit or medicinal),W92000004,Wales,W06000001,Isle of Anglesey,0
Pedestrian only (casualty or uninjured),"Pedestrian careless, reckless or in a hurry",W92000004,Wales,W06000001,Isle of Anglesey,3
Pedestrian only (casualty or uninjured),Pedestrian wearing dark clothing at night,W92000004,Wales,W06000001,Isle of Anglesey,2
Pedestrian only (casualty or uninjured),"Pedestrian disability or illness, mental or physical",W92000004,Wales,W06000001,Isle of Anglesey,0
Special codes,Special Codes,W92000004,Wales,W06000001,Isle of Anglesey,5
Special codes,Stolen vehicle,W92000004,Wales,W06000001,Isle of Anglesey,0
Special codes,Vehicle in course of crime,W92000004,Wales,W06000001,Isle of Anglesey,0
Special codes,Emergency vehicle on a call,W92000004,Wales,W06000001,Isle of Anglesey,1
Special codes,Vehicle door opened or closed negligently,W92000004,Wales,W06000001,Isle of Anglesey,0
Special codes,Other,W92000004,Wales,W06000001,Isle of Anglesey,4
Any CF,Any CF,W92000004,Wales,W06000001,Isle of Anglesey,41
Road environment contributed,Road environment contributed,W92000004,Wales,W06000024,Merthyr Tydfil,6
Road environment contributed,Poor or defective road surface ,W92000004,Wales,W06000024,Merthyr Tydfil,1
Road environment contributed,"Deposit on road (eg. oil, mud, chippings)",W92000004,Wales,W06000024,Merthyr Tydfil,0
Road environment contributed,Slippery road (due to weather),W92000004,Wales,W06000024,Merthyr Tydfil,5
Road environment contributed,Inadequate or masked signs or road markings,W92000004,Wales,W06000024,Merthyr Tydfil,0
Road environment contributed,Defective traffic signals,W92000004,Wales,W06000024,Merthyr Tydfil,0
Road environment contributed,"Traffic calming (eg. road humps, chicane)",W92000004,Wales,W06000024,Merthyr Tydfil,0
Road environment contributed,Temporary road layout (eg. contraflow),W92000004,Wales,W06000024,Merthyr Tydfil,0
Road environment contributed,"Road layout (eg. bend, hill, narrow road)",W92000004,Wales,W06000024,Merthyr Tydfil,0
Road environment contributed,Animal or object in carriageway ,W92000004,Wales,W06000024,Merthyr Tydfil,0
Road environment contributed,Slippery inspection cover or road marking,W92000004,Wales,W06000024,Merthyr Tydfil,0
Vehicle defects,Vehicle defects,W92000004,Wales,W06000024,Merthyr Tydfil,3
